id,Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,PosSent,NegSent,CompoundSent,Repetitiveness,SpotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1946,52,last night,az yet,1996,96,326,True,0.261,0.025,0.9982,0.706,3Cn1FSSTXeQ7hCfrbizrD0,0.916,0.85,3,-5.067,0,0.0634,0.168,0.000106,0.0904,0.972,121.001,255773
1947,51,youll see,madonna,1996,80,190,True,0.084,0.211,-0.9792,0.579,unknown,,,,,,,,,,,,
1948,50,time,hootie  the blowfish,1996,111,237,True,0.134,0.138,-0.7338,0.532,unknown,,,,,,,,,,,,
1949,49,fantasy,mariah carey,1996,104,276,True,0.306,0.016,0.9986,0.623,6xkryXuiZU360Lngd4sx13,0.671,0.727,7,-7.585,1,0.035,0.139,0.0,0.123,0.801,102.358,243493
1950,48,count on me,whitney houston featuring cece winans,1996,90,290,True,0.209,0.089,0.9925,0.69,7mVV7fepIMUAE4FDyihupV,0.526,0.507,4,-6.647,0,0.029,0.388,0.0,0.115,0.14,113.653,266787
1951,47,kissin you,total,1996,100,227,True,0.349,0.064,0.997,0.559,unknown,,,,,,,,,,,,
1952,46,why i love you so much  aint nobody,monica,1996,,,,,,,,,,,,,,,,,,,,
1953,45,diggin on you,tlc,1996,121,447,True,0.241,0.019,0.9988,0.729,unknown,,,,,,,,,,,,
1954,44,1979,the smashing pumpkins,1996,120,224,True,0.072,0.143,-0.9097,0.464,5QLHGv0DfpeXLNFo7SFEy1,0.765,0.788,3,-9.896,1,0.0332,0.0166,0.588,0.0513,0.964,126.879,266200
1955,55,all the things your man wont do,joe,1996,170,615,True,0.203,0.12,0.9928,0.724,unknown,,,,,,,,,,,,
1956,42,no diggity,blackstreet featuring dr dre,1996,245,647,True,0.129,0.109,0.9513,0.621,6MdqqkQ8sSC0WB4i8PyRuQ,0.868,0.646,1,-4.674,0,0.288,0.303,0.0,0.284,0.67,88.641,304600
1957,41,the world i know,collective soul,1996,76,200,True,0.116,0.068,0.93,0.62,794pcMq18sBEsmwjRq0aOI,0.514,0.704,2,-4.724,1,0.0261,0.0515,0.00219,0.228,0.386,76.975,255467
1958,40,1 2 3 4 sumpin new,coolio,1996,215,670,False,0.104,0.062,0.972,0.679,unknown,,,,,,,,,,,,
1959,39,breakfast at tiffanys,deep blue something,1996,81,299,True,0.094,0.035,0.9155,0.729,5Hw6zRnQWNzUQKlUwmz97Q,0.464,0.579,2,-13.333,1,0.0377,0.0143,0.000217,0.0484,0.598,114.745,322547
1960,38,before you walk out of my life  like this and like that,monica,1996,,,,,,,,,,,,,,,,,,,,
1961,37,sweet dreams,la bouche,1996,91,268,True,0.4,0.004,0.9991,0.66,2wz5weI4PREzpexKfrKgwv,0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,204587
1962,64,tonites tha night ,kris kross,1996,,,,,,,,unknown,,,,,,,,,,,,
1963,35,down low nobody has to know,r kelly featuring the isley brothers,1996,93,203,True,0.165,0.069,0.9634,0.542,unknown,,,,,,,,,,,,
1964,34,only you,112 featuring the notorious big and mase,1996,65,308,True,0.18,0.027,0.9931,0.789,unknown,,,,,,,,,,,,
1965,33,gangstas paradise,coolio featuring lv,1996,186,496,True,0.136,0.109,0.9471,0.625,unknown,,,,,,,,,,,,
1966,32,not gon cry,mary j blige,1996,138,512,True,0.204,0.144,0.9759,0.73,unknown,,,,,,,,,,,,
1967,31,wonder,natalie merchant,1996,87,237,True,0.203,0.036,0.9913,0.633,unknown,,,,,,,,,,,,
1968,30,one of us,joan osborne,1996,77,252,True,0.391,0.013,0.9985,0.694,1xNmF1Uep5OGutizZSbKvd,0.474,0.502,9,-7.988,1,0.0254,0.0136,1.31e-05,0.119,0.369,87.612,321400
1969,29,you learn  you oughta know,alanis morissette,1996,,,,,,,,,,,,,,,,,,,,
1970,28,counting blue cars,dishwalla,1996,95,229,False,0.126,0.017,0.9694,0.585,6B618H5CuCdEzcVs0NKTlt,0.461,0.802,2,-4.279,1,0.029,0.0105,2.18e-05,0.253,0.384,100.179,291907
1971,27,i cant sleep baby if i,r kelly,1996,104,213,False,0.052,0.087,-0.5183,0.512,unknown,,,,,,,,,,,,
1972,26,where do you go,no mercy,1996,94,370,True,0.178,0.043,0.9919,0.746,37tzoWY1ubBQKGXiWdO5Qv,0.734,0.828,10,-11.018,0,0.0318,0.0346,0.118,0.071,0.964,127.06,272093
1973,25,who will save your soul,jewel,1996,158,332,True,0.185,0.082,0.9847,0.524,1SYXw0U7vE9BpUw5bEFvKw,0.686,0.467,7,-9.712,1,0.0419,0.704,0.00103,0.13,0.753,126.179,239293
1974,24,name,goo goo dolls,1996,110,191,True,0.067,0.064,-0.3395,0.424,1G8jae4jD8mwkXdodqHsBM,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,270000
1975,23,be my lover,la bouche,1996,60,404,True,0.165,0.0,0.9968,0.851,7FoUzKTSQp25oe32pY9z5p,0.669,0.941,1,-5.765,0,0.0313,0.00129,4.3e-06,0.886,0.841,134.809,240267
1976,22,insensitive,jann arden,1996,100,247,True,0.131,0.061,0.9571,0.595,0wws0YDuh8zH6L0zmoBG46,0.514,0.446,2,-10.167,1,0.0266,0.187,0.000155,0.127,0.306,178.669,256027
1977,21,loungin,ll cool j,1996,241,530,True,0.109,0.095,0.6412,0.545,0fKolf0hpjCwjTSLszadI8,0.82,0.57,7,-10.24,1,0.181,0.472,0.00334,0.252,0.525,99.929,226240
1978,20,hey lover,ll cool j,1996,281,589,True,0.233,0.072,0.999,0.523,5wG7d4cNogw0ETKaICPEYA,0.707,0.438,5,-12.195,0,0.0656,0.349,0.0,0.106,0.53,88.119,284693
1979,43,anything,3t,1996,115,477,True,0.265,0.159,0.9979,0.759,unknown,,,,,,,,,,,,
1980,18,its all coming back to me now,celine dion,1996,144,636,True,0.169,0.069,0.997,0.774,unknown,,,,,,,,,,,,
1981,17,how do u want it  california love,2pac featuring kci  jojo  featuring dr dre,1996,,,,,,,,,,,,,,,,,,,,
1982,16,sittin up in my room,brandy,1996,101,304,True,0.059,0.074,-0.6875,0.668,unknown,,,,,,,,,,,,
1983,15,follow you down  til i hear it from you,gin blossoms,1996,,,,,,,,2vaF3iStySjdbbIJBe04P7,0.576,0.744,9,-7.95,1,0.03,0.118,0.0,0.304,0.758,124.42,228902
1984,14,exhale shoop shoop,whitney houston,1996,80,244,False,0.181,0.058,0.9878,0.672,unknown,,,,,,,,,,,,
1985,13,ironic,alanis morissette,1996,121,285,True,0.206,0.073,0.9895,0.575,4oGTdOClZUxcM2H3UmXlwL,0.295,0.593,11,-7.572,1,0.0555,0.25,0.0,0.236,0.37,85.482,225933
1986,12,missing,everything but the girl,1996,93,309,False,0.195,0.183,0.9694,0.699,unknown,,,,,,,,,,,,
1987,11,cmon n ride it the train,quad city djs,1996,153,611,False,0.205,0.021,0.9988,0.75,unknown,,,,,,,,,,,,
1988,2,foolish games  you were meant for me,jewel,1997,,,,,,,,,,,,,,,,,,,,
1989,9,youre makin me high  let it flow,toni braxton,1996,,,,,,,,,,,,,,,,,,,,
1990,8,i love you always forever,donna lewis,1996,101,339,True,0.247,0.006,0.9983,0.702,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960
1991,19,change the world,eric clapton,1996,73,147,True,0.206,0.041,0.9816,0.503,6BQNJ0JFKh8sWjQLI6Zudi,0.721,0.558,9,-8.8,1,0.0246,0.492,0.00563,0.113,0.542,96.887,234867
1992,6,give me one reason,tracy chapman,1996,78,287,True,0.142,0.116,0.9258,0.728,4vDBJeeQCbhP9FaPPMsYkY,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,268333
1993,5,always be my baby,mariah carey,1996,95,333,True,0.22,0.065,0.9968,0.715,2aBxt229cbLDOvtL7Xbb9x,0.649,0.531,4,-8.335,1,0.0363,0.457,0.0,0.249,0.488,78.946,258133
1994,4,nobody knows,the tony rich project,1996,143,331,True,0.138,0.129,0.3589,0.568,2PsHIonOTmX6bSrzIJSjyS,0.64,0.433,5,-9.432,1,0.0374,0.509,4.9e-06,0.103,0.25,176.086,306933
1995,3,because you loved me,celine dion,1996,118,412,True,0.256,0.059,0.9987,0.714,unknown,,,,,,,,,,,,
1996,2,one sweet day,mariah carey and boyz ii men,1996,91,220,True,0.31,0.075,0.9966,0.586,7ySbfLwdCwl1EM0zNCJZ38,0.569,0.495,1,-8.964,1,0.03,0.353,0.0,0.0839,0.302,128.228,281067
1997,1,macarena bayside boys mix,los del r'io,1996,59,399,False,0.0,0.0,0.0,0.852,unknown,,,,,,,,,,,,
1998,100,cant stop lovin you,van halen,1995,108,262,True,0.185,0.074,0.9844,0.588,unknown,,,,,,,,,,,,
1999,7,tha crossroads,bone thugsnharmony,1996,,,,,,,,unknown,,,,,,,,,,,,
2000,98,best friend,brandy,1995,118,478,True,0.273,0.068,0.9992,0.753,unknown,,,,,,,,,,,,
2001,97,give it 2 you,da brat,1995,172,432,True,0.129,0.092,0.9085,0.602,7K1TyzMSR0s2iVlepOh75L,0.871,0.455,6,-12.414,1,0.179,0.0032,0.0,0.075,0.709,91.926,193160
2002,96,i miss you,n ii u,1995,104,264,True,0.133,0.153,0.7859,0.606,1TWhpLaqdToKoHHpFnCxsd,0.713,0.766,6,-5.268,1,0.0284,0.0323,0.0,0.139,0.572,120.084,381733
2003,95,ill stand by you,the pretenders,1995,,,,,,,,unknown,,,,,,,,,,,,
2004,94,thank you,boyz ii men,1995,91,468,True,0.198,0.006,0.9977,0.806,751gBcu62kORDelX7FV0mM,0.722,0.595,1,-9.928,0,0.0415,0.284,0.000538,0.0694,0.738,79.98,217827
2005,93,cotton eye joe,rednex,1995,68,388,False,0.021,0.045,-0.9268,0.825,0Jg602cHeMCnPez9baacIe,0.738,0.937,9,-7.788,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,193827
2006,36,youre the one,swv,1996,96,444,True,0.231,0.029,0.9988,0.784,unknown,,,,,,,,,,,,
2007,91,i live my life for you,firehouse,1995,79,241,True,0.134,0.017,0.9773,0.672,4vHp893kV7HksfB5FN1Nk5,0.519,0.517,1,-7.531,1,0.0286,0.0537,0.0,0.0928,0.344,141.808,261827
2008,90,like the way i do,melissa etheridge,1995,97,348,True,0.247,0.108,0.9951,0.721,3Fe3L3N5pGaa0BBT4eVypZ,0.596,0.835,2,-13.021,0,0.0418,0.0418,1.11e-05,0.059,0.637,101.359,324333
2009,89,1st of tha month,bone thugsnharmony,1995,,,,,,,,unknown,,,,,,,,,,,,
2010,88,til you do me right,after 7,1995,128,415,True,0.118,0.11,-0.2985,0.692,1QJDgtV8L8jCnpM1RIauAp,0.612,0.542,5,-7.563,1,0.0264,0.0781,0.0,0.0763,0.433,76.744,294600
2011,87,turn the beat around,gloria estefan,1995,85,329,True,0.265,0.024,0.9986,0.742,5EExhZiAXIqw6M5FFGAiUb,0.735,0.804,6,-6.476,0,0.0347,0.0145,0.0,0.0716,0.539,130.018,233200
2012,86,brown sugar,dangelo,1995,115,228,True,0.164,0.013,0.9847,0.496,unknown,,,,,,,,,,,,
2013,85,good,better than ezra,1995,66,212,True,0.302,0.063,0.997,0.689,unknown,,,,,,,,,,,,
2014,92,dream about you,stevie b,1995,78,252,True,0.242,0.042,0.9955,0.69,3OaBpAwssp9QrewlrqCCEw,0.586,0.21,7,-11.55,1,0.0302,0.783,0.0,0.199,0.258,130.195,251600
2015,83,ask of you,raphael saadiq,1995,123,506,True,0.289,0.057,0.9994,0.757,unknown,,,,,,,,,,,,
2016,10,twisted,keith sweat,1996,109,208,True,0.135,0.119,0.1801,0.476,69QIVIjPMnI1ABLBqh9P1b,0.615,0.514,11,-9.759,1,0.0466,0.393,0.0,0.248,0.822,175.849,260667
2017,81,hold me thrill me kiss me kill me,u2,1995,94,178,True,0.193,0.133,0.8128,0.472,unknown,,,,,,,,,,,,
2018,80,constantly,immature,1995,93,286,True,0.07,0.037,0.8886,0.675,2Ht2XbOKEay5ogJbDk3i9q,0.709,0.516,8,-10.046,1,0.0403,0.201,0.00217,0.0855,0.582,117.852,343333
2019,79,you used to love me,faith evans,1995,86,271,True,0.313,0.048,0.9983,0.683,0KhXVmAN4sqeEgsqRd39f2,0.702,0.458,0,-8.195,1,0.035,0.247,1.64e-06,0.126,0.678,89.271,269173
2020,78,no more i love yous,annie lennox,1995,81,229,True,0.271,0.13,0.996,0.646,70ZpCDBHetYweT7qkSEn2U,0.685,0.694,11,-11.939,1,0.0418,0.00444,0.00877,0.0896,0.221,124.901,269400
2021,77,brokenhearted,brandy featuring wanya morris,1995,84,239,True,0.059,0.27,-0.996,0.649,4urcG6Nfubqsuqy3juMjBi,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,227147
2022,76,short dick man,20 fingers featuring gillette,1995,64,221,True,0.122,0.226,-0.9922,0.71,6ZZr5ew0DvA6xda9T5owOU,0.894,0.764,4,-10.028,0,0.0604,0.00154,0.0349,0.0323,0.796,127.038,290933
2023,75,the sweetest days,vanessa williams,1995,85,147,True,0.104,0.087,-0.0422,0.422,2aw72RcR4WQvmA9bICK8QZ,0.474,0.313,10,-10.521,1,0.0287,0.749,0.000901,0.145,0.0692,139.734,211293
2024,74,every day of the week,jade,1995,127,557,True,0.121,0.017,0.9958,0.772,7gRPARHLsDZaf3QxSTuKT8,0.757,0.68,1,-8.857,1,0.0338,0.0039,0.0,0.0742,0.83,97.381,315600
2025,73,feel me flow,naughty by nature,1995,269,460,True,0.093,0.066,0.7384,0.415,6Kp8tQd95YPSrSUTkll2Of,0.805,0.754,8,-6.679,0,0.156,0.0468,1.79e-06,0.0855,0.844,90.214,212560
2026,72,players anthem,junior mafia featuring the notorious big,1995,301,628,False,0.109,0.216,-0.9976,0.521,unknown,,,,,,,,,,,,
2027,99,misery,soul asylum,1995,69,135,True,0.085,0.296,-0.9884,0.489,6KBYk8OFtod7brGuZ3Y67q,0.704,0.81,4,-4.874,0,0.0425,0.000315,0.0,0.216,0.726,102.98,216200
2028,70,this aint a love song,bon jovi,1995,134,364,True,0.217,0.279,-0.9828,0.632,unknown,,,,,,,,,,,,
2029,69,come and get your love,real mccoy,1995,71,333,True,0.383,0.006,0.9995,0.787,0XVikcHfkoBvJ5ZU8xQBWn,0.736,0.864,8,-6.567,1,0.0397,0.0179,1.62e-05,0.345,0.763,108.828,194560
2030,68,this lil game we play,subway featuring 702,1995,129,472,False,0.251,0.091,0.9982,0.727,unknown,,,,,,,,,,,,
2031,67,all i wanna do,sheryl crow,1995,170,450,True,0.205,0.04,0.9976,0.622,3ZpQiJ78LKINrW9SQTgbXd,0.836,0.533,9,-11.263,1,0.0332,0.113,0.0105,0.296,0.957,120.08,272107
2032,66,cant you see,total featuring the notorious big,1995,171,534,True,0.178,0.032,0.9986,0.68,unknown,,,,,,,,,,,,
2033,65,tell me,groove theory,1995,117,320,True,0.299,0.071,0.9979,0.634,2lp8xjq0WTm3HZKHuDEweg,0.8,0.361,6,-10.849,0,0.0635,0.0355,3.75e-06,0.0668,0.887,93.059,236067
2034,64,you want this,janet jackson,1995,126,446,True,0.198,0.064,0.9923,0.717,52kDYmU0aE3txkZBKjl0nP,0.844,0.843,10,-5.763,0,0.0551,0.113,0.0439,0.1,0.647,111.893,305667
2035,63,tootsee roll,69 boyz,1995,122,696,True,0.047,0.018,0.9516,0.825,0SAIjVOwxVnO1l9HGvLuOU,0.869,0.725,9,-12.507,0,0.256,0.0453,0.0,0.203,0.699,132.989,261360
2036,62,back for good,take that,1995,109,358,True,0.236,0.088,0.9906,0.696,4CPTAJth9JiuKYaMIemmDD,0.6,0.504,5,-9.761,1,0.0292,0.308,0.0,0.137,0.547,78.961,242267
2037,61,you dont know how it feels,tom petty,1995,84,181,True,0.039,0.04,0.2112,0.536,unknown,,,,,,,,,,,,
2038,60,carnival,natalie merchant,1995,96,246,True,0.146,0.127,0.802,0.61,4QXhRjZacZ1gZUeL7Ukktw,0.601,0.48,6,-11.41,0,0.0732,0.2,0.0955,0.0297,0.802,188.214,361107
2039,59,believe,elton john,1995,75,149,True,0.346,0.132,0.9955,0.497,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,239027
2040,58,i wish,skeelo,1995,245,836,True,0.252,0.021,0.9996,0.707,3lqT89gv8p3PYwXtr3ODjv,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760
2041,57,freekn you,jodeci,1995,,,,,,,,unknown,,,,,,,,,,,,
2042,56,scream,michael jackson and janet jackson,1995,127,264,True,0.108,0.237,-0.9909,0.519,5sAlmL7Qp9N9BJTADkwEt9,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,234693
2043,71,secret,madonna,1995,83,273,True,0.106,0.037,0.9612,0.696,unknown,,,,,,,,,,,,
2044,54,the rhythm of the night,corona,1995,80,167,True,0.153,0.063,0.9517,0.521,0ofMkI3jzmGCElAOgOLeo3,0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,0.799,127.808,264280
2045,53,keep their heads ringin,dr dre,1995,315,842,True,0.108,0.118,-0.9526,0.626,unknown,,,,,,,,,,,,
2046,52,hold on,jamie walters,1995,90,209,True,0.098,0.072,0.4248,0.569,unknown,,,,,,,,,,,,
2047,51,dear mama,2pac,1995,276,694,True,0.201,0.115,0.9982,0.602,6tDxrq4FxEL2q15y37tXT9,0.773,0.542,6,-7.136,1,0.126,0.379,0.0,0.129,0.31,84.124,280000
2048,50,ill make love to you,boyz ii men,1995,89,294,True,0.219,0.072,0.993,0.697,unknown,,,,,,,,,,,,
2049,49,i wanna be down,brandy,1995,105,303,True,0.187,0.051,0.9915,0.653,6N9uyMZf9pbNOuomveWscp,0.703,0.469,11,-6.515,0,0.0415,0.177,0.0,0.726,0.661,86.038,291667
2050,84,sugar hill,az,1995,240,525,True,0.229,0.04,0.9992,0.543,0lZWjBImx6kNe3WtOA09Xu,0.683,0.648,8,-7.332,1,0.188,0.000693,6.29e-06,0.0693,0.532,181.874,249760
2051,47,big poppa,the notorious big,1995,283,701,True,0.192,0.068,0.9987,0.596,unknown,,,,,,,,,,,,
2052,82,100 pure love,crystal waters,1995,98,295,True,0.202,0.078,0.9917,0.668,unknown,,,,,,,,,,,,
2053,45,every little thing i do,soul for real,1995,64,453,True,0.009,0.057,-0.9543,0.859,5u3rsmRYRSKJpFHXPT4p07,0.712,0.399,7,-9.297,0,0.0309,0.00484,0.00119,0.0857,0.253,99.06,260067
2054,44,im the only one,melissa etheridge,1995,106,225,True,0.077,0.189,-0.9865,0.529,unknown,,,,,,,,,,,,
2055,43,shy guy,diana king,1995,111,551,True,0.376,0.07,0.9997,0.799,3ldG6XCLDXxWg1N6XhrSKo,0.714,0.825,11,-5.447,0,0.0751,0.0128,0.000569,0.049,0.751,94.074,258560
2056,42,ill be there for youyoure all i need to get by,method man featuring mary j blige,1995,,,,,,,,,,,,,,,,,,,,
2057,41,december,collective soul,1995,67,186,True,0.114,0.091,0.5667,0.64,4wx38D1Y9vv9WG3T0J6lTA,0.687,0.499,0,-7.614,1,0.0278,0.587,0.00362,0.187,0.338,121.981,249973
2058,40,hes mine,mokenstef,1995,134,392,True,0.059,0.115,-0.9755,0.658,unknown,,,,,,,,,,,,
2059,55,roll to me,del amitri,1995,77,194,True,0.115,0.103,0.1518,0.603,7LF0YY1gON8rBECsyEs0Wb,0.566,0.804,6,-5.783,1,0.0364,0.417,0.0,0.112,0.858,149.989,132307
2060,38,run away,real mccoy,1995,62,149,True,0.239,0.087,0.9799,0.584,0ibYVniVLMJWvc3eNfYk8T,0.721,0.924,1,-8.282,1,0.0396,0.000683,0.00382,0.0817,0.694,130.947,244133
2061,37,baby,brandy,1995,98,387,True,0.561,0.008,0.9998,0.747,unknown,,,,,,,,,,,,
2062,36,i got 5 on it,luniz,1995,355,736,False,0.101,0.096,0.3671,0.518,4IYKjN1DrYzxKXt0umJqsG,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533
2063,39,as i lay me down,sophie b hawkins,1995,108,338,True,0.136,0.054,0.9784,0.68,unknown,,,,,,,,,,,,
2064,34,if you love me,brownstone,1995,102,337,True,0.269,0.025,0.9987,0.697,0BTGqPIW9acmhhUmENkq5r,0.687,0.583,7,-10.224,1,0.064,0.224,0.0,0.106,0.21,95.137,303903
2065,33,only wanna be with you,hootie  the blowfish,1995,119,302,True,0.111,0.11,0.0453,0.606,unknown,,,,,,,,,,,,
2066,32,someone to love,jon b,1995,93,290,True,0.218,0.012,0.997,0.679,4mKbb9uvBMlVvOUv8fdBt8,0.665,0.452,6,-8.486,0,0.0257,0.14,8.03e-06,0.125,0.304,136.12,272360
2067,31,colors of the wind,vanessa williams,1995,125,311,True,0.064,0.054,0.3291,0.598,7xG1fakElLbxwyr9eyGEK6,0.552,0.253,7,-18.128,0,0.0568,0.385,2.17e-05,0.105,0.115,83.986,257867
2068,30,strong enough,sheryl crow,1995,75,165,True,0.238,0.099,0.9803,0.545,25IRjWUZ60n7KXxcB4DiX9,0.587,0.274,2,-15.227,1,0.0326,0.803,0.00016,0.112,0.629,154.602,189827
2069,29,runaway,janet jackson,1995,109,235,True,0.401,0.022,0.9986,0.536,unknown,,,,,,,,,,,,
2070,28,red light special,tlc,1995,109,382,True,0.126,0.039,0.9575,0.715,6dW75XbJ1WAMljOXWjTK46,0.52,0.449,5,-8.957,0,0.0331,0.205,0.000687,0.191,0.364,189.243,303960
2071,27,i believe,blessid union of souls,1995,110,287,True,0.275,0.074,0.9972,0.617,unknown,,,,,,,,,,,,
2072,26,let her cry,hootie  the blowfish,1995,141,396,True,0.126,0.164,-0.9527,0.644,unknown,,,,,,,,,,,,
2073,25,candy rain,soul for real,1995,54,142,True,0.25,0.016,0.9875,0.62,4j1Bk0BEIGCF9hR7cSwl9d,0.576,0.711,11,-7.727,0,0.084,0.00433,3.66e-05,0.0494,0.6,188.242,276067
2074,24,here comes the hotstepper,ini kamoze,1995,119,346,False,0.167,0.26,-0.9945,0.656,3QRM0qZB7oMYavveH0iEqx,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250467
2075,23,one more chance,the notorious big,1995,351,800,True,0.129,0.183,-0.9966,0.561,unknown,,,,,,,,,,,,
2076,22,hold my hand,hootie  the blowfish,1995,103,362,True,0.325,0.082,0.9986,0.715,unknown,,,,,,,,,,,,
2077,21,you are not alone,michael jackson,1995,109,358,True,0.032,0.201,-0.9941,0.696,3AoeaZs8dFemFJr3JdzOL0,0.651,0.402,11,-9.303,1,0.0281,0.639,8.09e-05,0.0764,0.256,119.878,345600
2078,20,you gotta be,desree,1995,101,339,True,0.232,0.106,0.9944,0.702,unknown,,,,,,,,,,,,
2079,19,total eclipse of the heart,nicki french,1995,119,508,True,0.172,0.055,0.9971,0.766,2hPOOLM9Oefyy43eAXR4Hf,0.574,0.917,0,-7.075,1,0.0286,0.00459,9.86e-05,0.382,0.587,135.977,232347
2080,18,boombastic,shaggy,1995,188,626,False,0.102,0.11,0.9102,0.7,4fxF8ljwryMZX5c9EKrLFE,0.866,0.538,2,-16.183,1,0.36,0.242,1.67e-05,0.316,0.78,158.323,249933
2081,17,always,bon jovi,1995,159,355,True,0.068,0.212,-0.9967,0.552,unknown,,,,,,,,,,,,
2082,16,have you ever really loved a woman,bryan adams,1995,90,320,False,0.245,0.016,0.9982,0.719,32Gf5A7Hr8RdgggXG0Fdks,0.568,0.463,7,-10.009,1,0.0328,0.556,4.59e-06,0.101,0.354,145.534,291667
2083,15,i can love you like that,all4one,1995,,,,,,,,unknown,,,,,,,,,,,,
2084,14,runaround,blues traveler,1995,214,475,True,0.171,0.092,0.9876,0.549,unknown,,,,,,,,,,,,
2085,13,freak like me,adina howard,1995,109,373,False,0.078,0.089,-0.7596,0.708,6Vas6h9lB5mmeVDXdFqlQA,0.655,0.837,11,-6.04,0,0.0723,0.0262,5.85e-06,0.0454,0.66,91.014,253613
2086,12,water runs dry,boyz ii men,1995,89,212,True,0.052,0.178,-0.9847,0.58,7yhmvQh1JOzbNiNFQo4Tfc,0.573,0.377,0,-12.9,1,0.0278,0.419,0.0,0.142,0.565,89.599,201400
2087,35,in the house of stone and light,martin page,1995,125,402,True,0.106,0.039,0.974,0.689,1QlIB0pkLKR8vEDSW7r42t,0.623,0.787,4,-10.763,1,0.0548,0.293,5.65e-05,0.587,0.791,89.247,300800
2088,10,this is how we do it,montell jordan,1995,189,587,True,0.085,0.017,0.9877,0.678,6uQKuonTU8VKBz5SHZuQXD,0.799,0.63,0,-9.279,1,0.0748,0.0159,0.0,0.453,0.772,103.647,238800
2089,9,dont take it personal just one of dem days,monica,1995,99,408,False,0.118,0.115,0.1511,0.757,unknown,,,,,,,,,,,,
2090,8,take a bow,madonna,1995,114,380,True,0.299,0.06,0.9992,0.7,3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.081,229413
2091,7,fantasy,mariah carey,1995,104,276,True,0.306,0.016,0.9986,0.623,6xkryXuiZU360Lngd4sx13,0.671,0.727,7,-7.585,1,0.035,0.139,0.0,0.123,0.801,102.358,243493
2092,6,another night,real mccoy,1995,70,424,True,0.47,0.05,0.9998,0.835,3pEuO9J2MTEmec8kUfYYvl,0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,236933
2093,5,on bended knee,boyz ii men,1995,122,533,True,0.196,0.11,0.9952,0.771,7MYmo0JJJDmu4MZTSAF9y3,0.626,0.532,8,-8.097,1,0.0351,0.413,0.0,0.116,0.197,116.621,329800
2094,4,kiss from a rose,seal,1995,93,382,True,0.186,0.082,0.9865,0.757,3YKptz29AsOlm7WAVnztBh,0.583,0.532,10,-7.11,0,0.0309,0.684,0.0,0.306,0.223,131.741,288427
2095,3,creep,tlc,1995,105,346,True,0.169,0.129,0.9168,0.697,1aWV3uY3SIEZVbmv45oFWS,0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,268533
2096,2,waterfalls,tlc,1995,217,467,True,0.15,0.104,0.981,0.535,6qspW4YKycviDFjHBOaqUY,0.77,0.505,1,-7.345,1,0.0828,0.311,7.4e-05,0.0777,0.757,171.798,279507
2097,1,gangstas paradise,coolio featuring lv,1995,186,496,True,0.136,0.109,0.9471,0.625,unknown,,,,,,,,,,,,
2098,100,i wanna be down,brandy,1994,105,303,True,0.187,0.051,0.9915,0.653,6N9uyMZf9pbNOuomveWscp,0.703,0.469,11,-6.515,0,0.0415,0.177,0.0,0.726,0.661,86.038,291667
2099,99,bop gun one nation,ice cube featuring george clinton,1994,255,610,False,0.053,0.054,-0.1901,0.582,unknown,,,,,,,,,,,,
2100,98,and our feelings,babyface,1994,113,318,True,0.062,0.066,0.4157,0.645,27sYHmgfRvHFyQ5vrm5nQp,0.741,0.592,4,-7.819,1,0.0298,0.138,0.0,0.224,0.27,128.137,342360
2101,97,what is love,haddaway,1994,65,247,True,0.532,0.026,0.9996,0.737,4v6jydWBTAIqnyPVNyOAdc,0.69,0.801,7,-5.944,0,0.0327,0.0207,0.00399,0.277,0.726,123.864,269373
2102,96,always in my heart,tevin campbell,1994,117,570,True,0.19,0.023,0.9988,0.795,2CD8UvBi01dwnriCM8TivL,0.713,0.677,6,-6.761,1,0.0253,0.0282,5.99e-05,0.144,0.522,124.152,338732
